time,header,orientation,orientation_covariance,angular_velocity,angular_velocity_covariance,linear_acceleration,linear_acceleration_covariance
2024/05/28 23:19:24.242559082,"{'stamp': {'secs': 1716956364, 'nsecs': 242301500}, 'frame_id': 'RU_myo'}","{'x': 0.10174697702347435, 'y': -0.44757683414105426, 'z': 0.5434643571787736, 'w': 0.7028292983955052}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -34.875, 'y': -5.75, 'z': -0.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7265625, 'y': 0.68115234375, 'z': -0.03125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.265924990,"{'stamp': {'secs': 1716956364, 'nsecs': 265604425}, 'frame_id': 'RU_myo'}","{'x': 0.0999194505511829, 'y': -0.4480810546708819, 'z': 0.5399434695026047, 'w': 0.7054789306478754}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -29.0, 'y': -3.0, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.68310546875, 'y': 0.6142578125, 'z': -0.0205078125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.285448575,"{'stamp': {'secs': 1716956364, 'nsecs': 285122368}, 'frame_id': 'RU_myo'}","{'x': 0.09918518965391646, 'y': -0.44850016835506346, 'z': 0.538468765001139, 'w': 0.7064426984950333}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -13.4375, 'y': -1.8125, 'z': -1.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.693359375, 'y': 0.6318359375, 'z': -0.0322265625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.301911845,"{'stamp': {'secs': 1716956364, 'nsecs': 301636774}, 'frame_id': 'RU_myo'}","{'x': 0.09826973510238748, 'y': -0.44886685213848293, 'z': 0.5371265024229874, 'w': 0.7073589814295457}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -12.0, 'y': 0.3125, 'z': -1.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71630859375, 'y': 0.6630859375, 'z': 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.324381761,"{'stamp': {'secs': 1716956364, 'nsecs': 324160486}, 'frame_id': 'RU_myo'}","{'x': 0.09759863185882213, 'y': -0.44905136621973385, 'z': 0.5354801734192911, 'w': 0.7085819369912859}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -13.3125, 'y': -2.5625, 'z': -1.3125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71630859375, 'y': 0.64501953125, 'z': 0.00341796875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.345360378,"{'stamp': {'secs': 1716956364, 'nsecs': 345140582}, 'frame_id': 'RU_myo'}","{'x': 0.09692756577051374, 'y': -0.44917503558262634, 'z': 0.5342002869165845, 'w': 0.7095610529485027}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -11.4375, 'y': -2.4375, 'z': -1.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71630859375, 'y': 0.66259765625, 'z': -0.0107421875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.361984682,"{'stamp': {'secs': 1716956364, 'nsecs': 361745103}, 'frame_id': 'RU_myo'}","{'x': 0.0965632303363018, 'y': -0.4492448642700261, 'z': 0.5337834698425785, 'w': 0.7098801319919026}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -5.0, 'y': -1.25, 'z': 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7099609375, 'y': 0.64892578125, 'z': -0.00048828125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.384428542,"{'stamp': {'secs': 1716956364, 'nsecs': 384148169}, 'frame_id': 'RU_myo'}","{'x': 0.09655743643616738, 'y': -0.449278944125555, 'z': 0.5338124772886977, 'w': 0.7098375384024188}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.625, 'y': -0.125, 'z': -0.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.705078125, 'y': 0.6396484375, 'z': 0.00390625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.405396998,"{'stamp': {'secs': 1716956364, 'nsecs': 405161176}, 'frame_id': 'RU_myo'}","{'x': 0.09698802929922222, 'y': -0.449172377352408, 'z': 0.5341971255045896, 'w': 0.7095568537466699}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 3.25, 'y': -0.9375, 'z': 0.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.72412109375, 'y': 0.63427734375, 'z': 0.02099609375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.421874514,"{'stamp': {'secs': 1716956364, 'nsecs': 421661159}, 'frame_id': 'RU_myo'}","{'x': 0.09832846841116141, 'y': -0.44879529995485407, 'z': 0.5353438835718788, 'w': 0.7087462291684707}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 10.1875, 'y': -3.875, 'z': 0.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7333984375, 'y': 0.62646484375, 'z': 0.0078125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.444417453,"{'stamp': {'secs': 1716956364, 'nsecs': 444148919}, 'frame_id': 'RU_myo'}","{'x': 0.10052679522883268, 'y': -0.4481895916000718, 'z': 0.5376077792201325, 'w': 0.7071055997122201}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 18.9375, 'y': -5.125, 'z': 0.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.73681640625, 'y': 0.6162109375, 'z': -0.005859375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.465492276,"{'stamp': {'secs': 1716956364, 'nsecs': 465198134}, 'frame_id': 'RU_myo'}","{'x': 0.10345625056535654, 'y': -0.44800523843641116, 'z': 0.5409632736051652, 'w': 0.7042349374767456}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 28.875, 'y': -1.9375, 'z': 0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.732421875, 'y': 0.5751953125, 'z': -0.01123046875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.481945508,"{'stamp': {'secs': 1716956364, 'nsecs': 481646435}, 'frame_id': 'RU_myo'}","{'x': 0.10730363963493127, 'y': -0.44764783451796697, 'z': 0.5458569108391299, 'w': 0.7000982631471341}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 40.0625, 'y': -2.75, 'z': -2.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.685546875, 'y': 0.5673828125, 'z': -0.05419921875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.504398972,"{'stamp': {'secs': 1716956364, 'nsecs': 504099469}, 'frame_id': 'RU_myo'}","{'x': 0.11090029163529291, 'y': -0.44708015202450224, 'z': 0.5516938558565837, 'w': 0.6953088180017925}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 45.125, 'y': -0.9375, 'z': -2.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.6591796875, 'y': 0.625, 'z': -0.0693359375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.525342654,"{'stamp': {'secs': 1716956364, 'nsecs': 525058419}, 'frame_id': 'RU_myo'}","{'x': 0.11261283265105726, 'y': -0.44623979377337647, 'z': 0.5569604866888334, 'w': 0.6913634446821276}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 36.625, 'y': 2.5625, 'z': 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.68115234375, 'y': 0.74462890625, 'z': -0.0576171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.541890462,"{'stamp': {'secs': 1716956364, 'nsecs': 541660553}, 'frame_id': 'RU_myo'}","{'x': 0.11340522354401324, 'y': -0.44483168417048896, 'z': 0.5604952463964874, 'w': 0.6892815874502376}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 21.1875, 'y': -3.125, 'z': 1.8125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71435546875, 'y': 0.78759765625, 'z': -0.0771484375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.571900129,"{'stamp': {'secs': 1716956364, 'nsecs': 571720116}, 'frame_id': 'RU_myo'}","{'x': 0.11371171683977162, 'y': -0.44324985920044097, 'z': 0.5616003793036708, 'w': 0.689350579703908}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 5.0625, 'y': -7.8125, 'z': 2.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70361328125, 'y': 0.720703125, 'z': -0.04296875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.585362532,"{'stamp': {'secs': 1716956364, 'nsecs': 585182598}, 'frame_id': 'RU_myo'}","{'x': 0.113829176813604, 'y': -0.4421332744438323, 'z': 0.5615165826730063, 'w': 0.6901160869873567}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -2.9375, 'y': -8.125, 'z': 2.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.69873046875, 'y': 0.6650390625, 'z': -0.044921875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.601824760,"{'stamp': {'secs': 1716956364, 'nsecs': 601637835}, 'frame_id': 'RU_myo'}","{'x': 0.11462669339681984, 'y': -0.44135549518232386, 'z': 0.5620858463745015, 'w': 0.6900185137652014}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 3.6875, 'y': -6.3125, 'z': 1.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.712890625, 'y': 0.634765625, 'z': -0.0439453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.624368182,"{'stamp': {'secs': 1716956364, 'nsecs': 624133478}, 'frame_id': 'RU_myo'}","{'x': 0.11572647297144015, 'y': -0.440993548111105, 'z': 0.5628847751807073, 'w': 0.6894148271162535}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 7.3125, 'y': -4.0625, 'z': -1.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71630859375, 'y': 0.6455078125, 'z': -0.04443359375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.645417271,"{'stamp': {'secs': 1716956364, 'nsecs': 645220477}, 'frame_id': 'RU_myo'}","{'x': 0.116640916764596, 'y': -0.44050104463112993, 'z': 0.5642832420139665, 'w': 0.6884316589156873}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 10.375, 'y': -2.5, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7109375, 'y': 0.6875, 'z': -0.04443359375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.661159837,"{'stamp': {'secs': 1716956364, 'nsecs': 660923554}, 'frame_id': 'RU_myo'}","{'x': 0.11737627622116222, 'y': -0.44008473819790933, 'z': 0.5650297394588136, 'w': 0.687960483249464}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 5.6875, 'y': -3.5, 'z': -2.125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70166015625, 'y': 0.68359375, 'z': -0.0439453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.683684699,"{'stamp': {'secs': 1716956364, 'nsecs': 683450125}, 'frame_id': 'RU_myo'}","{'x': 0.11773554908097494, 'y': -0.43969253270054093, 'z': 0.5656067046829418, 'w': 0.6876757032116873}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 3.0, 'y': -3.0625, 'z': -1.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70068359375, 'y': 0.68896484375, 'z': -0.0546875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.706150182,"{'stamp': {'secs': 1716956364, 'nsecs': 705912248}, 'frame_id': 'RU_myo'}","{'x': 0.11810671114869663, 'y': -0.4395278692412219, 'z': 0.5653252499530894, 'w': 0.6879487035436483}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -2.125, 'y': -4.0625, 'z': -2.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70166015625, 'y': 0.65380859375, 'z': -0.0517578125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.721054956,"{'stamp': {'secs': 1716956364, 'nsecs': 720882135}, 'frame_id': 'RU_myo'}","{'x': 0.11859169758916267, 'y': -0.43951560182169863, 'z': 0.5655536128981891, 'w': 0.6876853611616551}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.0625, 'y': -2.8125, 'z': -2.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.69677734375, 'y': 0.65576171875, 'z': -0.060546875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.743694518,"{'stamp': {'secs': 1716956364, 'nsecs': 743437826}, 'frame_id': 'RU_myo'}","{'x': 0.119207796884114, 'y': -0.43947574888152624, 'z': 0.5660081415803324, 'w': 0.6872302023134867}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 3.125, 'y': -2.8125, 'z': -2.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7109375, 'y': 0.65478515625, 'z': -0.064453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.766097953,"{'stamp': {'secs': 1716956364, 'nsecs': 765891653}, 'frame_id': 'RU_myo'}","{'x': 0.11963425577460957, 'y': -0.4394727763148923, 'z': 0.5663705404758175, 'w': 0.6868593266488171}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.5625, 'y': -2.625, 'z': -2.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70361328125, 'y': 0.66259765625, 'z': -0.07080078125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.781083749,"{'stamp': {'secs': 1716956364, 'nsecs': 780906532}, 'frame_id': 'RU_myo'}","{'x': 0.11993589268577835, 'y': -0.4393987233816378, 'z': 0.5665368732363332, 'w': 0.6867169102329223}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.3125, 'y': -2.5, 'z': -1.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.65283203125, 'z': -0.0615234375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.803706829,"{'stamp': {'secs': 1716956364, 'nsecs': 803403407}, 'frame_id': 'RU_myo'}","{'x': 0.12030591253532326, 'y': -0.4392905390749475, 'z': 0.5667378984730982, 'w': 0.6865555069494247}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.5, 'y': -2.75, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70361328125, 'y': 0.6484375, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.826083038,"{'stamp': {'secs': 1716956364, 'nsecs': 825861658}, 'frame_id': 'RU_myo'}","{'x': 0.12073453748033734, 'y': -0.43917340605208655, 'z': 0.5671715481634452, 'w': 0.6861970022011893}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 2.4375, 'y': -2.625, 'z': -1.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7109375, 'y': 0.65771484375, 'z': -0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.841153221,"{'stamp': {'secs': 1716956364, 'nsecs': 840915617}, 'frame_id': 'RU_myo'}","{'x': 0.12121791788227936, 'y': -0.43897243978315864, 'z': 0.56733159451953, 'w': 0.6861080639046838}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.8125, 'y': -3.4375, 'z': -1.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70947265625, 'y': 0.6552734375, 'z': -0.05908203125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.863614049,"{'stamp': {'secs': 1716956364, 'nsecs': 863395234}, 'frame_id': 'RU_myo'}","{'x': 0.12158509452027388, 'y': -0.4387317567327955, 'z': 0.567580217843387, 'w': 0.6859914042737741}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.3125, 'y': -3.5625, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71044921875, 'y': 0.66748046875, 'z': -0.0576171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.886067884,"{'stamp': {'secs': 1716956364, 'nsecs': 885853801}, 'frame_id': 'RU_myo'}","{'x': 0.12195136511481344, 'y': -0.4384877912836936, 'z': 0.567763562711709, 'w': 0.6859306512313681}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -3.5625, 'z': -1.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.66357421875, 'z': -0.06103515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.901087389,"{'stamp': {'secs': 1716956364, 'nsecs': 900864056}, 'frame_id': 'RU_myo'}","{'x': 0.12231697275738078, 'y': -0.4383024857139478, 'z': 0.5681269373381738, 'w': 0.6856830698385308}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.625, 'y': -2.6875, 'z': -1.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70361328125, 'y': 0.6630859375, 'z': -0.06103515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.923765922,"{'stamp': {'secs': 1716956364, 'nsecs': 923414438}, 'frame_id': 'RU_myo'}","{'x': 0.12256151724887877, 'y': -0.4381818388096119, 'z': 0.568311895968282, 'w': 0.6855632279578717}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.25, 'y': -2.5, 'z': -1.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.6640625, 'z': -0.05615234375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.946166259,"{'stamp': {'secs': 1716956364, 'nsecs': 945867530}, 'frame_id': 'RU_myo'}","{'x': 0.12292770761228905, 'y': -0.4379375879434826, 'z': 0.5684948702586198, 'w': 0.6855020279014987}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.8125, 'y': -3.0625, 'z': -1.3125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70751953125, 'y': 0.6591796875, 'z': -0.05615234375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.962606404,"{'stamp': {'secs': 1716956364, 'nsecs': 962333890}, 'frame_id': 'RU_myo'}","{'x': 0.1232347447174947, 'y': -0.43776106444471125, 'z': 0.5686254986568502, 'w': 0.6854513041988437}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0, 'y': -3.1875, 'z': -1.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7021484375, 'y': 0.65625, 'z': -0.06005859375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:24.985097063,"{'stamp': {'secs': 1716956364, 'nsecs': 984802210}, 'frame_id': 'RU_myo'}","{'x': 0.12354265227997101, 'y': -0.4375875860647787, 'z': 0.5688211346823369, 'w': 0.6853443180827641}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.375, 'y': -3.0625, 'z': -0.9375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70556640625, 'y': 0.65283203125, 'z': -0.06494140625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.6177859,"{'stamp': {'secs': 1716956365, 'nsecs': 5868251}, 'frame_id': 'RU_myo'}","{'x': 0.12384712768491966, 'y': -0.4374019305027769, 'z': 0.5691230253988127, 'w': 0.6851572243781288}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.875, 'y': -3.1875, 'z': -0.8125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70947265625, 'y': 0.658203125, 'z': -0.06689453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.22631208,"{'stamp': {'secs': 1716956365, 'nsecs': 22324159}, 'frame_id': 'RU_myo'}","{'x': 0.1240905944639154, 'y': -0.4372163935784683, 'z': 0.5693640261482552, 'w': 0.6850313535014868}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.125, 'y': -3.25, 'z': -0.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7099609375, 'y': 0.66162109375, 'z': -0.07080078125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.43694490,"{'stamp': {'secs': 1716956365, 'nsecs': 43391931}, 'frame_id': 'RU_myo'}","{'x': 0.12426874750976692, 'y': -0.43701583112472064, 'z': 0.5695854379966331, 'w': 0.6849429688382144}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0, 'y': -3.0, 'z': -0.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70703125, 'y': 0.658203125, 'z': -0.068359375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.66112687,"{'stamp': {'secs': 1716956365, 'nsecs': 65850373}, 'frame_id': 'RU_myo'}","{'x': 0.12457225039370907, 'y': -0.4368268476569211, 'z': 0.5698219155686761, 'w': 0.6848116851628692}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.625, 'y': -3.125, 'z': -0.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7099609375, 'y': 0.65087890625, 'z': -0.06494140625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
